"name","Population","Parent","Frequency"
"A4 Well_013.fcs","FoxP3+","lymphocytes",13.2970027247956
"B4 Well_014.fcs","FoxP3+","lymphocytes",11.7378628470022
"C4 Well_015.fcs","FoxP3+","lymphocytes",9.48216021102319
"D4 Well_016.fcs","FoxP3+","lymphocytes",11.5548236585701
