"name","Population","Parent","Frequency"
"A3 Well_009.fcs","FoxP3+","lymphocytes",47.8658001053926
"B3 Well_010.fcs","FoxP3+","lymphocytes",39.9188092016238
"C3 Well_011.fcs","FoxP3+","lymphocytes",43.4205536594615
"D3 Well_012.fcs","FoxP3+","lymphocytes",44.6421267893661
