"name","Population","Parent","Frequency"
"A1 Well_001.fcs","FoxP3+","lymphocytes",43.2253445498479
"B1 Well_002.fcs","FoxP3+","lymphocytes",48.0982330038934
"C1 Well_003.fcs","FoxP3+","lymphocytes",47.987001263766
"D1 Well_004.fcs","FoxP3+","lymphocytes",48.7601902173913
